district_name,imd_rainfall_mm,date
Gadag,0.0,2016-04-27
Hassan,0.0,2016-04-27
Haveri,0.0,2016-04-27
Kalburgi,0.6401807586352031,2016-04-27
Kodagu,0.04502047970890999,2016-04-27
Kolara,0.0,2016-04-27
Koppal,0.0,2016-04-27
Mandya,0.0,2016-04-27
Mysuru,0.0,2016-04-27
Raichur,0.0,2016-04-27
Ramanagara,0.0,2016-04-27
Shivamogga,0.0,2016-04-27
Tumakuru,0.0,2016-04-27
Udupi,0.0,2016-04-27
Uttara Kannada,0.0,2016-04-27
Vijayanagara,0.0,2016-04-27
Vijayapura,0.028320923447608948,2016-04-27
Yadgir,0.0,2016-04-27
Bagalkot,0.3277650856309467,2016-04-28
Ballari,0.0,2016-04-28
Belagavi,1.5737716906210955,2016-04-28
Bengaluru (Rural),0.0,2016-04-28
Bengaluru (Urban),0.0,2016-04-28
Bidar,1.8448198636372883,2016-04-28
Chamarajanagara,0.0,2016-04-28
Chikkaballapura,0.0,2016-04-28
Chikkamagaluru,0.0,2016-04-28
Chitradurga,0.0,2016-04-28
Dakshina Kannada,0.14293680872235978,2016-04-28
Davanagere,0.0,2016-04-28
Dharwad,3.676024466753006,2016-04-28
Gadag,0.40128117613494396,2016-04-28
Hassan,0.0,2016-04-28
Haveri,0.0,2016-04-28
Kalburgi,0.0,2016-04-28
Kodagu,0.26385337114334106,2016-04-28
Kolara,0.0,2016-04-28
Koppal,0.0,2016-04-28
Mandya,0.0,2016-04-28
Mysuru,0.0,2016-04-28
Raichur,0.0,2016-04-28
Ramanagara,0.0,2016-04-28
Shivamogga,0.0,2016-04-28
Tumakuru,0.0,2016-04-28
Udupi,0.0,2016-04-28
Uttara Kannada,0.1866785746354323,2016-04-28
Vijayanagara,0.0,2016-04-28
Vijayapura,0.0819180618439402,2016-04-28
Yadgir,0.0,2016-04-28
Bagalkot,0.0,2016-04-29
Ballari,1.5331285834312438,2016-04-29
Belagavi,1.130781583926257,2016-04-29
Bengaluru (Rural),0.0,2016-04-29
Bengaluru (Urban),0.0,2016-04-29
Bidar,0.0,2016-04-29
Chamarajanagara,0.0,2016-04-29
Chikkaballapura,0.0,2016-04-29
Chikkamagaluru,2.2997366815805433,2016-04-29
Chitradurga,0.0,2016-04-29
Dakshina Kannada,0.0,2016-04-29
Davanagere,0.0,2016-04-29
Dharwad,0.23354139551520348,2016-04-29
Gadag,0.023276109248399734,2016-04-29
Hassan,0.0,2016-04-29
Haveri,0.0,2016-04-29
Kalburgi,0.008861662944157918,2016-04-29
Kodagu,0.0,2016-04-29
Kolara,0.0,2016-04-29
Koppal,0.08231300860643387,2016-04-29
Mandya,0.0,2016-04-29
Mysuru,0.0,2016-04-29
Raichur,0.0,2016-04-29
Ramanagara,0.0,2016-04-29
Shivamogga,0.0,2016-04-29
Tumakuru,0.0,2016-04-29
Udupi,1.029880428314209,2016-04-29
Uttara Kannada,0.0292826764858686,2016-04-29
Vijayanagara,0.13816951853888376,2016-04-29
Vijayapura,2.333311229944229,2016-04-29
Yadgir,0.0,2016-04-29
Bagalkot,2.0668822824954987,2016-04-30
Ballari,0.0,2016-04-30
Belagavi,4.140538809930577,2016-04-30
Bengaluru (Rural),0.0,2016-04-30
Bengaluru (Urban),0.0,2016-04-30
Bidar,3.8771530124876232,2016-04-30
Chamarajanagara,0.0,2016-04-30
Chikkaballapura,0.0,2016-04-30
Chikkamagaluru,1.703191314637661,2016-04-30
Chitradurga,0.0,2016-04-30
Dakshina Kannada,0.22448492050170898,2016-04-30
Davanagere,0.0,2016-04-30
Dharwad,0.974503755569458,2016-04-30
Gadag,1.2998801618814468,2016-04-30
Hassan,0.0,2016-04-30
Haveri,0.3005461454391479,2016-04-30
Kalburgi,2.533592092990875,2016-04-30
Kodagu,0.0,2016-04-30
Kolara,0.0,2016-04-30
Koppal,0.10508173890411854,2016-04-30
Mandya,0.0,2016-04-30
Mysuru,0.0,2016-04-30
Raichur,0.6676924576361974,2016-04-30
Ramanagara,0.0,2016-04-30
Shivamogga,0.0,2016-04-30
Tumakuru,0.0,2016-04-30
Udupi,0.9470165252685547,2016-04-30
Uttara Kannada,0.0,2016-04-30
Vijayanagara,0.16531756946018764,2016-04-30
Vijayapura,1.917866730264255,2016-04-30
Yadgir,1.9023145039876301,2016-04-30
Bagalkot,0.0,2016-05-01
Ballari,0.0,2016-05-01
Belagavi,1.5087869553004993,2016-05-01
Bengaluru (Rural),0.0,2016-05-01
Bengaluru (Urban),0.0,2016-05-01
Bidar,9.653733690579733,2016-05-01
Chamarajanagara,0.0,2016-05-01
Chikkaballapura,0.0,2016-05-01
Chikkamagaluru,0.0,2016-05-01
Chitradurga,0.0,2016-05-01
Dakshina Kannada,0.0,2016-05-01
Davanagere,0.0,2016-05-01
Dharwad,0.1728140264749527,2016-05-01
Gadag,0.39095985144376755,2016-05-01
Hassan,1.0828998565673829,2016-05-01
Haveri,0.0,2016-05-01
Kalburgi,0.6704369992017746,2016-05-01
Kodagu,0.0,2016-05-01
Kolara,0.0,2016-05-01
Koppal,0.0,2016-05-01
Mandya,0.0,2016-05-01
Mysuru,0.0,2016-05-01
Raichur,0.0,2016-05-01
Ramanagara,0.0,2016-05-01
Shivamogga,0.0,2016-05-01
Tumakuru,0.0,2016-05-01
Udupi,0.0,2016-05-01
Uttara Kannada,0.0139026389672206,2016-05-01
Vijayanagara,0.0,2016-05-01
Vijayapura,0.3934405137385641,2016-05-01
Yadgir,0.0,2016-05-01
Bagalkot,0.0,2016-05-02
Ballari,0.7966765880584716,2016-05-02
Belagavi,0.0,2016-05-02
Bengaluru (Rural),0.0,2016-05-02
Bengaluru (Urban),0.0,2016-05-02
Bidar,0.0,2016-05-02
Chamarajanagara,0.0,2016-05-02
Chikkaballapura,0.8044840812683105,2016-05-02
Chikkamagaluru,0.0,2016-05-02
Chitradurga,0.9354363165118478,2016-05-02
Dakshina Kannada,0.0,2016-05-02
Davanagere,0.0,2016-05-02
Dharwad,0.0,2016-05-02
Gadag,0.0,2016-05-02
Hassan,0.0,2016-05-02
Haveri,0.0,2016-05-02
Kalburgi,0.032950164874394734,2016-05-02
Kodagu,0.0,2016-05-02
Kolara,0.0,2016-05-02
Koppal,0.0,2016-05-02
Mandya,0.0,2016-05-02
Mysuru,0.0,2016-05-02
Raichur,4.0646031498909,2016-05-02
Ramanagara,0.0,2016-05-02
Shivamogga,0.0,2016-05-02
Tumakuru,0.5517963965733846,2016-05-02
Udupi,0.0,2016-05-02
Uttara Kannada,0.0,2016-05-02
Vijayanagara,0.2698070321764265,2016-05-02
Vijayapura,0.0,2016-05-02
Yadgir,0.02083717534939448,2016-05-02
Bagalkot,0.0,2016-05-03
Ballari,0.27341127395629883,2016-05-03
Belagavi,0.0,2016-05-03
Bengaluru (Rural),1.8988819668690364,2016-05-03
Bengaluru (Urban),0.0,2016-05-03
Bidar,0.0,2016-05-03
Chamarajanagara,0.2091058741013209,2016-05-03
Chikkaballapura,2.1223264336586,2016-05-03
Chikkamagaluru,0.0,2016-05-03
Chitradurga,0.062045460397546943,2016-05-03
Dakshina Kannada,0.5355957235608783,2016-05-03
Davanagere,0.0,2016-05-03
Dharwad,0.0,2016-05-03
Gadag,0.0,2016-05-03
Hassan,1.4208146065473557,2016-05-03
Haveri,0.0,2016-05-03
Kalburgi,0.36444907983144126,2016-05-03
Kodagu,3.9580857157707214,2016-05-03
Kolara,0.7720332145690918,2016-05-03
Koppal,0.0,2016-05-03
Mandya,1.4536104537546635,2016-05-03
Mysuru,3.520557213574648,2016-05-03
Raichur,0.05304636061191559,2016-05-03
Ramanagara,0.27985624969005585,2016-05-03
Shivamogga,0.0,2016-05-03
Tumakuru,0.4070606629053752,2016-05-03
Udupi,0.0,2016-05-03
Uttara Kannada,0.0,2016-05-03
Vijayanagara,0.34922027587890625,2016-05-03
Vijayapura,0.0,2016-05-03
Yadgir,3.1126153618097305,2016-05-03
Bagalkot,0.0,2016-05-04
Ballari,0.0,2016-05-04
Belagavi,0.0,2016-05-04
Bengaluru (Rural),0.0,2016-05-04
Bengaluru (Urban),0.0,2016-05-04
Bidar,0.10865684847036998,2016-05-04
Chamarajanagara,0.3146277020374934,2016-05-04
Chikkaballapura,0.5372310161590577,2016-05-04
Chikkamagaluru,10.954117593169212,2016-05-04
Chitradurga,6.317307143726132,2016-05-04
Dakshina Kannada,6.245131015777588,2016-05-04
Davanagere,5.763512382904689,2016-05-04
Dharwad,0.0,2016-05-04
Gadag,0.0,2016-05-04
Hassan,2.804126451909542,2016-05-04
Haveri,0.08998092412948608,2016-05-04
Kalburgi,0.0,2016-05-04
Kodagu,4.491246927529573,2016-05-04
Kolara,0.0,2016-05-04
Koppal,0.0,2016-05-04
Mandya,0.0,2016-05-04
Mysuru,0.9217655286192894,2016-05-04
Raichur,0.40783053636550903,2016-05-04
Ramanagara,0.0,2016-05-04
Shivamogga,4.13566476603349,2016-05-04
Tumakuru,0.8022612531979879,2016-05-04
Udupi,0.0,2016-05-04
Uttara Kannada,0.0,2016-05-04
Vijayanagara,0.17068386929375784,2016-05-04
Vijayapura,0.0,2016-05-04
Yadgir,2.0808582305908203,2016-05-04
Bagalkot,0.0,2016-05-05
Ballari,2.2372511267662047,2016-05-05
Belagavi,0.011353352490593405,2016-05-05
Bengaluru (Rural),0.0,2016-05-05
Bengaluru (Urban),0.0,2016-05-05
Bidar,11.104959805806478,2016-05-05
Chamarajanagara,0.4848694900671641,2016-05-05
Chikkaballapura,0.7540869951248169,2016-05-05
Chikkamagaluru,2.2953774511814116,2016-05-05
Chitradurga,1.4745779917998747,2016-05-05
Dakshina Kannada,0.9973092462335315,2016-05-05
Davanagere,0.0,2016-05-05
Dharwad,0.0,2016-05-05
Gadag,0.052270159125328064,2016-05-05
Hassan,3.0513650119304656,2016-05-05
Haveri,0.0,2016-05-05
Kalburgi,2.0040844480196633,2016-05-05
Kodagu,2.109178625047207,2016-05-05
Kolara,0.0,2016-05-05
Koppal,0.7281923517584801,2016-05-05
Mandya,0.0,2016-05-05
Mysuru,0.7105195596814156,2016-05-05
Raichur,0.09894063820441563,2016-05-05
Ramanagara,0.0,2016-05-05
Shivamogga,0.45255017280578613,2016-05-05
Tumakuru,0.4805690074960391,2016-05-05
Udupi,0.3750581979751587,2016-05-05
Uttara Kannada,0.0,2016-05-05
Vijayanagara,11.215877969350133,2016-05-05
Vijayapura,0.0,2016-05-05
Yadgir,0.9355019629001617,2016-05-05
Bagalkot,0.0,2016-05-06
Ballari,4.290480709075927,2016-05-06
Belagavi,0.0,2016-05-06
Bengaluru (Rural),4.613365521033605,2016-05-06
Bengaluru (Urban),0.8121796026825905,2016-05-06
Bidar,13.320502453380161,2016-05-06
Chamarajanagara,3.2366188342372575,2016-05-06
Chikkaballapura,2.4450800478458405,2016-05-06
Chikkamagaluru,1.2026065230369567,2016-05-06
Chitradurga,4.708810593594205,2016-05-06
Dakshina Kannada,1.6556118258408137,2016-05-06
Davanagere,14.319445610046387,2016-05-06
Dharwad,0.0,2016-05-06
Gadag,0.03447606414556503,2016-05-06
Hassan,2.103785040974617,2016-05-06
Haveri,0.0,2016-05-06
Kalburgi,5.305519932508469,2016-05-06
Kodagu,13.11415022611618,2016-05-06
Kolara,9.208107064167658,2016-05-06
Koppal,10.00167527794838,2016-05-06
Mandya,3.157730355858803,2016-05-06
Mysuru,4.123385317623615,2016-05-06
Raichur,2.6288121740023294,2016-05-06
Ramanagara,2.8130509816110134,2016-05-06
Shivamogga,0.13897210359573364,2016-05-06
Tumakuru,3.258948182066282,2016-05-06
Udupi,0.25036211013793946,2016-05-06
Uttara Kannada,0.0,2016-05-06
Vijayanagara,13.83312623841422,2016-05-06
Vijayapura,0.7002371294157845,2016-05-06
Yadgir,5.384591023127238,2016-05-06
Bagalkot,1.5971627086400986,2016-05-07
Ballari,0.7364230364561081,2016-05-07
Belagavi,0.0,2016-05-07
Bengaluru (Rural),12.498972098032633,2016-05-07
Bengaluru (Urban),21.224504232406616,2016-05-07
Bidar,4.959535916646321,2016-05-07
Chamarajanagara,2.0689263343811035,2016-05-07
Chikkaballapura,6.805985307693481,2016-05-07
Chikkamagaluru,0.8375020027160645,2016-05-07
Chitradurga,4.358614492145452,2016-05-07
Dakshina Kannada,0.1447575773511614,2016-05-07
Davanagere,3.274447758992513,2016-05-07
Dharwad,0.0,2016-05-07
Gadag,7.213199159130454,2016-05-07
Hassan,7.842081013321876,2016-05-07
Haveri,0.0,2016-05-07
Kalburgi,2.21532135506471,2016-05-07
Kodagu,1.2837048694491386,2016-05-07
Kolara,27.04748284816742,2016-05-07
Koppal,5.989392265677452,2016-05-07
Mandya,8.551620138809085,2016-05-07
Mysuru,8.278149578720331,2016-05-07
Raichur,2.6191351419935622,2016-05-07
Ramanagara,10.465685606002808,2016-05-07
Shivamogga,0.0,2016-05-07
Tumakuru,2.3242009977499642,2016-05-07
Udupi,0.0,2016-05-07
Uttara Kannada,0.0,2016-05-07
Vijayanagara,3.0577198394707272,2016-05-07
Vijayapura,2.6733601731913432,2016-05-07
Yadgir,0.4387604097525279,2016-05-07
Bagalkot,0.019115298986434937,2016-05-08
Ballari,3.9994660317897797,2016-05-08
Belagavi,0.0,2016-05-08
Bengaluru (Rural),24.349314371744793,2016-05-08
Bengaluru (Urban),5.758096694946289,2016-05-08
Bidar,1.4050293333000607,2016-05-08
Chamarajanagara,0.3453453704714775,2016-05-08
Chikkaballapura,8.165860223770142,2016-05-08
Chikkamagaluru,0.0,2016-05-08
Chitradurga,0.0,2016-05-08
Dakshina Kannada,0.8164767920970917,2016-05-08
Davanagere,0.0,2016-05-08
Dharwad,0.0,2016-05-08
Gadag,0.0,2016-05-08
Hassan,2.8854814529418946,2016-05-08
Haveri,0.0,2016-05-08
Kalburgi,9.054270601272583,2016-05-08
Kodagu,9.394454896450043,2016-05-08
Kolara,3.2328698163231215,2016-05-08
Koppal,0.5970348631963134,2016-05-08
Mandya,2.2811820236966014,2016-05-08
Mysuru,5.105116091668606,2016-05-08
Raichur,8.48956269895037,2016-05-08
Ramanagara,2.7073718197643757,2016-05-08
Shivamogga,0.0,2016-05-08
Tumakuru,1.7512127955754597,2016-05-08
Udupi,0.0,2016-05-08
Uttara Kannada,0.0,2016-05-08
Vijayanagara,0.2316007103238787,2016-05-08
Vijayapura,0.0,2016-05-08
Yadgir,1.855752686659495,2016-05-08
Bagalkot,0.0,2016-05-09
Ballari,0.2220442295074463,2016-05-09
Belagavi,0.0,2016-05-09
Bengaluru (Rural),1.5553413430849712,2016-05-09
Bengaluru (Urban),15.234455466270447,2016-05-09
Bidar,1.0095360941357083,2016-05-09
Chamarajanagara,4.748252789179484,2016-05-09
Chikkaballapura,2.522066578269005,2016-05-09
Chikkamagaluru,0.021284155547618866,2016-05-09
Chitradurga,0.10322049531069669,2016-05-09
Dakshina Kannada,0.05694242886134556,2016-05-09
Davanagere,0.0,2016-05-09
Dharwad,0.0,2016-05-09
Gadag,0.0,2016-05-09
Hassan,1.4378104701638221,2016-05-09
Haveri,0.0,2016-05-09
Kalburgi,0.0,2016-05-09
Kodagu,3.556565783917904,2016-05-09
Kolara,21.55236005783081,2016-05-09
Koppal,0.0,2016-05-09
Mandya,10.942194405943155,2016-05-09
Mysuru,10.494631700217724,2016-05-09
Raichur,0.0,2016-05-09
Ramanagara,20.301899433135986,2016-05-09
Shivamogga,0.0,2016-05-09
Tumakuru,0.08838654557863872,2016-05-09
Udupi,0.0,2016-05-09
Uttara Kannada,0.0,2016-05-09
Vijayanagara,0.0,2016-05-09
Vijayapura,0.0,2016-05-09
Yadgir,0.0,2016-05-09
Bagalkot,0.0,2016-05-10
Ballari,0.0,2016-05-10
Belagavi,0.0,2016-05-10
Bengaluru (Rural),0.0,2016-05-10
Bengaluru (Urban),0.3203437030315399,2016-05-10
Bidar,11.85237325562371,2016-05-10
Chamarajanagara,0.020053791503111523,2016-05-10
Chikkaballapura,0.0,2016-05-10
Chikkamagaluru,0.2203084297478199,2016-05-10
Chitradurga,0.07567050782116977,2016-05-10
Dakshina Kannada,1.3113605763231004,2016-05-10
Davanagere,0.0,2016-05-10
Dharwad,0.0,2016-05-10
Gadag,0.019338315352797508,2016-05-10
Hassan,0.02000112384557724,2016-05-10
Haveri,0.0,2016-05-10
Kalburgi,8.429584502180417,2016-05-10
Kodagu,0.19551964104175568,2016-05-10
Kolara,0.04946466783682505,2016-05-10
Koppal,0.44266918674111366,2016-05-10
Mandya,0.0,2016-05-10
Mysuru,0.0,2016-05-10
Raichur,0.19794547061125436,2016-05-10
Ramanagara,0.0,2016-05-10
Shivamogga,0.0,2016-05-10
Tumakuru,0.0,2016-05-10
Udupi,0.0,2016-05-10
Uttara Kannada,0.0,2016-05-10
Vijayanagara,0.031391141670090814,2016-05-10
Vijayapura,1.3566532135009766,2016-05-10
Yadgir,5.1854307651519775,2016-05-10
Bagalkot,2.59210776620441,2016-05-11
Ballari,0.0,2016-05-11
Belagavi,0.15600986954043894,2016-05-11
Bengaluru (Rural),2.1652002880970636,2016-05-11
Bengaluru (Urban),0.0,2016-05-11
Bidar,3.2247893545362682,2016-05-11
Chamarajanagara,8.256465842326483,2016-05-11
Chikkaballapura,4.14179083108902,2016-05-11
Chikkamagaluru,4.787292185425758,2016-05-11
Chitradurga,0.025608471848747948,2016-05-11
Dakshina Kannada,12.345691927841731,2016-05-11
Davanagere,2.238961140314738,2016-05-11
Dharwad,1.4249646738171577,2016-05-11
Gadag,3.40352750569582,2016-05-11
Hassan,4.934562522172928,2016-05-11
Haveri,4.7991883754730225,2016-05-11
Kalburgi,3.3910264030098913,2016-05-11
Kodagu,15.838051676750183,2016-05-11
Kolara,2.707064057389895,2016-05-11
Koppal,1.8728989399969578,2016-05-11
Mandya,6.473522529006004,2016-05-11
Mysuru,17.57490837574005,2016-05-11
Raichur,1.7718078941106796,2016-05-11
Ramanagara,1.17099329829216,2016-05-11
Shivamogga,0.9970646699269613,2016-05-11
Tumakuru,0.45312302311261493,2016-05-11
Udupi,2.489689254760742,2016-05-11
Uttara Kannada,0.7573116513398978,2016-05-11
Vijayanagara,0.0263372893844332,2016-05-11
Vijayapura,4.360421410628727,2016-05-11
Yadgir,0.6717342448731264,2016-05-11
Bagalkot,0.017867989010281034,2016-05-12
Ballari,0.0,2016-05-12
Belagavi,2.366511701660998,2016-05-12
Bengaluru (Rural),0.0,2016-05-12
Bengaluru (Urban),0.0,2016-05-12
Bidar,0.032733394040001765,2016-05-12
Chamarajanagara,1.4677670796712239,2016-05-12
Chikkaballapura,0.0,2016-05-12
Chikkamagaluru,4.851234936714173,2016-05-12
Chitradurga,0.7681052576411854,2016-05-12
Dakshina Kannada,16.162132740020752,2016-05-12
Davanagere,2.648114748299122,2016-05-12
Dharwad,7.536917395889759,2016-05-12
Gadag,2.368109906092286,2016-05-12
Hassan,9.334670042991638,2016-05-12
Haveri,1.2999635696411134,2016-05-12
Kalburgi,2.5798015276590984,2016-05-12
Kodagu,2.3992107212543488,2016-05-12
Kolara,0.0,2016-05-12
Koppal,0.0,2016-05-12
Mandya,1.1332020163536072,2016-05-12
Mysuru,0.0,2016-05-12
Raichur,0.7201282804210981,2016-05-12
Ramanagara,0.0,2016-05-12
Shivamogga,2.122204619149367,2016-05-12
Tumakuru,1.4414897412061691,2016-05-12
Udupi,7.5600638628005985,2016-05-12
Uttara Kannada,4.76770377273743,2016-05-12
Vijayanagara,0.5984277725219727,2016-05-12
Vijayapura,1.3237568331616265,2016-05-12
Yadgir,1.0684423446655273,2016-05-12
Bagalkot,0.12246003829770619,2016-05-13
Ballari,0.0,2016-05-13
Belagavi,2.3858686448896633,2016-05-13
Bengaluru (Rural),2.8199127515157065,2016-05-13
Bengaluru (Urban),0.3517335392534733,2016-05-13
Bidar,2.3314111762576633,2016-05-13
Chamarajanagara,1.4478530287742615,2016-05-13
Chikkaballapura,1.2180242568254471,2016-05-13
Chikkamagaluru,5.908256632089615,2016-05-13
Chitradurga,1.464976878328757,2016-05-13
Dakshina Kannada,23.990581103733607,2016-05-13
Davanagere,2.7945419251918793,2016-05-13
Dharwad,1.5877505391836166,2016-05-13
Gadag,4.124907091259956,2016-05-13
Hassan,11.614159393310548,2016-05-13
Haveri,12.437799453735352,2016-05-13
Kalburgi,0.5045586029688517,2016-05-13
Kodagu,22.689452648162842,2016-05-13
Kolara,0.5743327637513479,2016-05-13
Koppal,1.4177237823605537,2016-05-13
Mandya,4.389561481773853,2016-05-13
Mysuru,4.80438556522131,2016-05-13
Raichur,0.8030025834838549,2016-05-13
Ramanagara,0.5098466128110886,2016-05-13
Shivamogga,7.589173284669717,2016-05-13
Tumakuru,2.150461616615454,2016-05-13
Udupi,19.782893180847168,2016-05-13
Uttara Kannada,14.106804517599253,2016-05-13
Vijayanagara,4.382101058959961,2016-05-13
Vijayapura,1.1029410830565862,2016-05-13
Yadgir,0.0,2016-05-13
Bagalkot,0.7937942610846626,2016-05-14
Ballari,0.0,2016-05-14
Belagavi,5.319119542837143,2016-05-14
Bengaluru (Rural),0.0,2016-05-14
Bengaluru (Urban),0.0,2016-05-14
Bidar,0.1081746452384525,2016-05-14
Chamarajanagara,0.0,2016-05-14
Chikkaballapura,0.0,2016-05-14
Chikkamagaluru,6.2304854288697245,2016-05-14
Chitradurga,1.0617539286613464,2016-05-14
Dakshina Kannada,0.13475782530648367,2016-05-14
Davanagere,1.0115400155385335,2016-05-14
Dharwad,4.552981998771429,2016-05-14
Gadag,2.6566037759184837,2016-05-14
Hassan,3.132783904671669,2016-05-14
Haveri,22.653587055206298,2016-05-14
Kalburgi,1.9729379256566366,2016-05-14
Kodagu,0.0,2016-05-14
Kolara,0.0,2016-05-14
Koppal,0.038493234664201736,2016-05-14
Mandya,0.9805600643157959,2016-05-14
Mysuru,0.0,2016-05-14
Raichur,0.6583763907353083,2016-05-14
Ramanagara,1.0742200464010239,2016-05-14
Shivamogga,2.3155984630187354,2016-05-14
Tumakuru,0.12493176261583964,2016-05-14
Udupi,1.3801779299974442,2016-05-14
Uttara Kannada,4.015070492258439,2016-05-14
Vijayanagara,1.9788219119821275,2016-05-14
Vijayapura,2.980240136384964,2016-05-14
Yadgir,3.9049659073352814,2016-05-14
Bagalkot,4.0820622311698065,2016-05-15
Ballari,0.0,2016-05-15
Belagavi,11.948282369795967,2016-05-15
Bengaluru (Rural),0.047703444957733154,2016-05-15
Bengaluru (Urban),0.06459327042102814,2016-05-15
Bidar,0.0636917683813307,2016-05-15
Chamarajanagara,3.2265360156695047,2016-05-15
Chikkaballapura,0.0,2016-05-15
Chikkamagaluru,7.702517575025558,2016-05-15
Chitradurga,0.8272702531381086,2016-05-15
Dakshina Kannada,16.13221917833601,2016-05-15
Davanagere,2.8905998965104422,2016-05-15
Dharwad,10.752267122268677,2016-05-15
Gadag,9.020624339580536,2016-05-15
Hassan,6.67183758020401,2016-05-15
Haveri,1.5134207367897035,2016-05-15
Kalburgi,0.9079694986343384,2016-05-15
Kodagu,8.503512263298035,2016-05-15
Kolara,0.0,2016-05-15
Koppal,4.973820526152849,2016-05-15
Mandya,2.3240207955241203,2016-05-15
Mysuru,10.004399234429002,2016-05-15
Raichur,1.0472535515824954,2016-05-15
Ramanagara,0.06895727664232254,2016-05-15
Shivamogga,6.550712112958233,2016-05-15
Tumakuru,0.7799003794789314,2016-05-15
Udupi,16.934371948242188,2016-05-15
Uttara Kannada,10.806794166564941,2016-05-15
Vijayanagara,3.186536486659731,2016-05-15
Vijayapura,2.1729979845029965,2016-05-15
Yadgir,2.135959347089132,2016-05-15
Bagalkot,3.1719843314753637,2016-05-16
Ballari,0.0,2016-05-16
Belagavi,5.381343597436652,2016-05-16
Bengaluru (Rural),0.0,2016-05-16
Bengaluru (Urban),0.0,2016-05-16
Bidar,2.399619181950887,2016-05-16
Chamarajanagara,0.14677671591440836,2016-05-16
Chikkaballapura,0.0,2016-05-16
Chikkamagaluru,3.517700360715389,2016-05-16
Chitradurga,0.0,2016-05-16
Dakshina Kannada,3.1414408683776855,2016-05-16
Davanagere,1.8808318475882213,2016-05-16
Dharwad,0.13372425734996796,2016-05-16
Gadag,2.6227463874965906,2016-05-16
Hassan,3.733447957038879,2016-05-16
Haveri,0.8217694520950317,2016-05-16
Kalburgi,0.5446479126811028,2016-05-16
Kodagu,4.287743806838989,2016-05-16
Kolara,0.0,2016-05-16
Koppal,0.8366764411330223,2016-05-16
Mandya,0.30667979270219803,2016-05-16
Mysuru,2.8102225959300995,2016-05-16
Raichur,0.035548036297162376,2016-05-16
Ramanagara,0.0,2016-05-16
Shivamogga,0.5004944230119387,2016-05-16
Tumakuru,0.08778606603542964,2016-05-16
Udupi,0.11728118658065796,2016-05-16
Uttara Kannada,0.053215006223091714,2016-05-16
Vijayanagara,2.401015111378261,2016-05-16
Vijayapura,3.337428812469755,2016-05-16
Yadgir,0.19321008523305258,2016-05-16
Bagalkot,0.4989323417345683,2016-05-17
Ballari,0.0,2016-05-17
Belagavi,0.016528606414794922,2016-05-17
Bengaluru (Rural),0.0,2016-05-17
Bengaluru (Urban),0.5782013237476349,2016-05-17
Bidar,0.0,2016-05-17
Chamarajanagara,6.981495459874471,2016-05-17
Chikkaballapura,0.0,2016-05-17
Chikkamagaluru,3.691231679916382,2016-05-17
Chitradurga,0.03750032457438382,2016-05-17
Dakshina Kannada,3.5054015942982266,2016-05-17
Davanagere,9.072230160236359,2016-05-17
Dharwad,0.17291295528411865,2016-05-17
Gadag,0.13261425122618675,2016-05-17
Hassan,0.012773911654949188,2016-05-17
Haveri,0.31090617179870605,2016-05-17
Kalburgi,0.050133025646209715,2016-05-17
Kodagu,0.6754397749900818,2016-05-17
Kolara,0.06025905907154083,2016-05-17
Koppal,0.05763043835759163,2016-05-17
Mandya,5.3480547443032265,2016-05-17
Mysuru,0.829507926478982,2016-05-17
Raichur,0.26068560282389325,2016-05-17
Ramanagara,0.430753942579031,2016-05-17
Shivamogga,11.167512853940329,2016-05-17
Tumakuru,0.0,2016-05-17
Udupi,12.12433614730835,2016-05-17
Uttara Kannada,11.10054716697106,2016-05-17
Vijayanagara,1.81929988520486,2016-05-17
Vijayapura,0.6471310002463204,2016-05-17
Yadgir,1.4168739318847656,2016-05-17
Bagalkot,0.6126245541705025,2016-05-18
Ballari,0.06784684658050537,2016-05-18
Belagavi,1.2006558697013294,2016-05-18
Bengaluru (Rural),0.0,2016-05-18
Bengaluru (Urban),1.7118303552269936,2016-05-18
Bidar,0.0,2016-05-18
Chamarajanagara,2.9476527671019235,2016-05-18
Chikkaballapura,0.18907723426818848,2016-05-18
Chikkamagaluru,18.566207075119017,2016-05-18
Chitradurga,0.6803393756801431,2016-05-18
Dakshina Kannada,8.500636441367012,2016-05-18
Davanagere,6.106121386090915,2016-05-18
Dharwad,6.056531667709351,2016-05-18
Gadag,2.9760749116539955,2016-05-18
Hassan,3.7539316922426225,2016-05-18
Haveri,20.884451389312744,2016-05-18
Kalburgi,0.11850940187772115,2016-05-18
Kodagu,1.6195302903652191,2016-05-18
Kolara,4.107044853270054,2016-05-18
Koppal,1.4827278070151806,2016-05-18
Mandya,0.4558859020471573,2016-05-18
Mysuru,0.16151797771453857,2016-05-18
Raichur,0.04838083187739054,2016-05-18
Ramanagara,0.7718967534601688,2016-05-18
Shivamogga,19.537285706649225,2016-05-18
Tumakuru,0.0,2016-05-18
Udupi,17.274194526672364,2016-05-18
Uttara Kannada,12.981534117689499,2016-05-18
Vijayanagara,2.9278076120785306,2016-05-18
Vijayapura,2.510434608374323,2016-05-18
Yadgir,0.0,2016-05-18
Bagalkot,4.8696555031670465,2016-05-19
Ballari,1.9521243810653686,2016-05-19
Belagavi,23.076006608850815,2016-05-19
Bengaluru (Rural),29.720937728881836,2016-05-19
Bengaluru (Urban),24.751548290252686,2016-05-19
